what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.sapphire.modeling,0.5.3.201209191432,"org.eclipse.sapphire.modeling",1452958141875
started,bundle,org.eclipse.sapphire.ui,0.5.3.201209191432,"org.eclipse.sapphire.ui",1452958141875
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1452958141877
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1452958141879
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1452958141880
started,bundle,org.tigris.subversion.clientadapter,1.8.6,"org.tigris.subversion.clientadapter",1452958141880
started,bundle,org.tigris.subversion.subclipse.core,1.8.22,"org.tigris.subversion.subclipse.core",1452958141883
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1452958141885
started,bundle,org.tigris.subversion.subclipse.ui,1.8.21,"org.tigris.subversion.subclipse.ui",1452958141887
os,sysinfo,,,"win32",1452958141895
arch,sysinfo,,,"x86",1452958141895
ws,sysinfo,,,"win32",1452958141895
locale,sysinfo,,,"zh_CN",1452958141895
processors,sysinfo,,,"2",1452958141896
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1452958141896
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1452958141896
java.specification.name,sysinfo,,,"Java Platform API Specification",1452958141896
java.specification.vendor,sysinfo,,,"Oracle Corporation",1452958141896
java.specification.version,sysinfo,,,"1.7",1452958141896
java.vendor,sysinfo,,,"Oracle Corporation",1452958141896
java.version,sysinfo,,,"1.7.0_17",1452958141896
java.vm.info,sysinfo,,,"mixed mode, sharing",1452958141896
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1452958141896
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1452958141896
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1452958141896
java.vm.specification.version,sysinfo,,,"1.7",1452958141896
java.vm.vendor,sysinfo,,,"Oracle Corporation",1452958141896
java.vm.version,sysinfo,,,"23.7-b01",1452958141896
started,bundle,oracle.eclipse.tools.webservices.ui,4.3.1.201209271754,"oracle.eclipse.tools.webservices.ui",1452958141923
started,bundle,oracle.eclipse.tools.envcheck,4.3.1.201209271754,"oracle.eclipse.tools.envcheck",1452958141929
